"Datum";"Jahr";"Monat";"Tag";"T";"Tmax";"Tmin";"RR";"Sun"
"1971-08-14";1971;8;14;21.1;29;12.6;0.2;10.7
"1971-08-15";1971;8;15;21.8;26.6;18.5;0;12.8
"1971-08-16";1971;8;16;17;22.6;15.3;0;7.7
"1971-08-17";1971;8;17;16.1;22.8;10.7;0;9.3
"1971-08-18";1971;8;18;17.4;27;6.8;0;13.1
"1971-08-19";1971;8;19;19.5;29.6;9.8;0;11.1
"1971-08-20";1971;8;20;22;33;11;0;11.2
"1971-08-21";1971;8;21;22.5;31.6;13.1;0;11.2
"1971-08-22";1971;8;22;22.6;32;15.8;0;8.5
"1971-08-23";1971;8;23;17.3;24.9;13.2;0;7.6
"1971-08-24";1971;8;24;15.2;21.7;7.8;0;13.6
"1971-08-25";1971;8;25;15.2;23.7;5.4;0;12.8
"1971-08-26";1971;8;26;13;19.3;5.4;1.8;4.5
"1971-08-27";1971;8;27;15.4;22;9.4;0.7;3
"1971-08-28";1971;8;28;16.7;20;13;2.7;6.2
"1971-08-29";1971;8;29;18.3;23.3;15.3;0;8.2
"1971-08-30";1971;8;30;17.3;23.3;14.1;0.1;3.6
"1971-08-31";1971;8;31;14.8;20.3;9.1;0;7.2
"1972-06-01";1972;6;1;11.6;17.5;5.8;0;10.6
"1972-06-02";1972;6;2;12.6;18;5;0;13.5
"1972-06-03";1972;6;3;14.9;22;5.7;0;10.2
"1972-06-04";1972;6;4;19.2;26.3;12.1;0;13
"1972-06-05";1972;6;5;22;29.3;13.7;0;14.3
"1972-06-06";1972;6;6;23.4;30.7;15.7;0;13.1
"1972-06-07";1972;6;7;17.6;26.6;14.2;0;5.8
"1972-06-08";1972;6;8;14.5;19.6;11;7.3;5.8
"1972-06-09";1972;6;9;14.7;20.9;7.4;0;12.3
"1972-06-10";1972;6;10;15.3;22.6;9.6;21.9;6.4
"1972-06-11";1972;6;11;14.5;19.3;8.6;0;2.4
"1972-06-12";1972;6;12;17;22.2;12.6;20;3.3
"1972-06-13";1972;6;13;13.1;18.7;11.8;1.5;0.3
"1972-06-14";1972;6;14;14;18.5;6.6;0;4
"1972-06-15";1972;6;15;14.7;20.5;8;0;11.9
"1972-06-16";1972;6;16;13.9;18.7;8.2;0;5.5
"1972-06-17";1972;6;17;14.6;18.5;10.1;0;7.5
"1972-06-18";1972;6;18;16.2;23.5;8.1;0;8.9
"1972-06-19";1972;6;19;16.8;23;12.6;6.9;3
"1972-06-20";1972;6;20;12.2;17.8;9.6;2.5;2.4
"1972-06-21";1972;6;21;14.6;20.4;7.7;0;6.8
"1972-06-22";1972;6;22;15.7;20.2;12.9;4.6;2.1
"1972-06-23";1972;6;23;11.8;15.9;10.6;3;6.3
"1972-06-24";1972;6;24;12.1;17.1;6.5;0.2;7.8
"1972-06-25";1972;6;25;14.1;20.7;6.6;0;15.7
"1972-06-26";1972;6;26;17.9;24;10.7;0;11.6
"1972-06-27";1972;6;27;18.7;24.5;11.6;0;8
"1972-06-28";1972;6;28;19.9;26.3;13.3;0;10.5
"1972-06-29";1972;6;29;17.3;24.4;17;0;0
"1972-06-30";1972;6;30;18.6;25.5;15.3;6.5;4.3
"1972-07-01";1972;7;1;13.1;20.8;11;0.5;0.7
"1972-07-02";1972;7;2;15;21.5;7.5;0;12.6
"1972-07-03";1972;7;3;13.9;18.6;9.6;1.8;0.4
"1972-07-04";1972;7;4;16.8;21.5;12.7;0;9.5
"1972-07-05";1972;7;5;19.8;25.1;15.1;0;9.6
"1972-07-06";1972;7;6;20.7;28.2;11.8;0;13.6
"1972-07-07";1972;7;7;19;25.4;14.7;0;1.7
"1972-07-08";1972;7;8;17.6;23.3;12;0;2.3
"1972-07-09";1972;7;9;23;30;16.3;2.9;8.6
"1972-07-10";1972;7;10;18.2;27.4;13.1;11;1.9
"1972-07-11";1972;7;11;14.5;17.9;11.1;0;1.1
"1972-07-12";1972;7;12;16.2;20.8;12.1;0;7.9
"1972-07-13";1972;7;13;16.1;22;11.5;0;15.5
"1972-07-14";1972;7;14;16.7;23.3;9.8;0;10.1
"1972-07-15";1972;7;15;19;26.4;10.7;4.9;4.4
"1972-07-16";1972;7;16;21.9;30;17.3;0;11.3
"1972-07-17";1972;7;17;22.7;32.6;17.3;1.9;8.3
"1972-07-18";1972;7;18;24.3;32.2;18;0;13.2
"1972-07-19";1972;7;19;23.5;30.4;17.9;0;14.1
"1972-07-20";1972;7;20;22.7;30.5;15.5;0;14.9
"1972-07-21";1972;7;21;22.6;30.7;14.5;0;14.8
"1972-07-22";1972;7;22;23.1;30.7;15.3;0;9.5
"1972-07-23";1972;7;23;22.1;30.8;17.1;0;7.6
"1972-07-24";1972;7;24;23.4;30;15.8;0;11.8
"1972-07-25";1972;7;25;21.7;27.4;19.1;0;3.5
"1972-07-26";1972;7;26;19.1;23.2;15.8;0;10.1
"1972-07-27";1972;7;27;16;19.5;13.5;0;4.6
"1972-07-28";1972;7;28;16.3;22;9.9;4.2;1.8
"1972-07-29";1972;7;29;18.2;21;15.2;34.3;0.3
"1972-07-30";1972;7;30;18.6;21.6;17.4;6;1.1
"1972-07-31";1972;7;31;16.8;20.1;14.5;0;1
"1972-08-01";1972;8;1;19.2;25.5;13.3;0;11.1
"1972-08-02";1972;8;2;17.5;24.2;11.9;3;3.2
"1972-08-03";1972;8;3;16.7;21.2;14.1;1.7;7
"1972-08-04";1972;8;4;15.4;19.3;12.5;0;7.5
"1972-08-05";1972;8;5;16.9;22;12.1;0;5.2
"1972-08-06";1972;8;6;18.6;24.6;12.5;0;8.9
"1972-08-07";1972;8;7;19.9;27.5;12.6;0;12.1
"1972-08-08";1972;8;8;20.7;29.2;14.8;15.6;4.6
"1972-08-09";1972;8;9;20.8;25.9;16.4;0.4;8.2
"1972-08-10";1972;8;10;20;25.5;17.4;20.8;7.3
"1972-08-11";1972;8;11;18.4;25.2;14.7;16.7;1.3
"1972-08-12";1972;8;12;16.2;22;11;0;13.6
"1972-08-13";1972;8;13;19.4;25.3;12.4;3.1;11.2
"1972-08-14";1972;8;14;22;28.1;16.8;0;5.9
"1972-08-15";1972;8;15;20.2;25.9;17.1;15.8;3.2
"1972-08-16";1972;8;16;15.9;18.8;14.3;2.5;0
"1972-08-17";1972;8;17;15.4;20.5;12.4;1.3;8
"1972-08-18";1972;8;18;13.3;17.5;11.9;4.9;1.3
"1972-08-19";1972;8;19;13.8;19.9;9;0;12.1
"1972-08-20";1972;8;20;14.6;19.8;9.4;0;2.9
"1972-08-21";1972;8;21;16.1;20.5;12.8;0;7.4
"1972-08-22";1972;8;22;13.7;17.6;11.8;1.6;1.7
"1972-08-23";1972;8;23;15;20.1;11;0.1;11.4
"1972-08-24";1972;8;24;14;18.6;11.9;0.4;5.3
"1972-08-25";1972;8;25;14.9;20.7;11.9;0;10.1
"1972-08-26";1972;8;26;13.4;19.4;7;0;5.8
"1972-08-27";1972;8;27;14.1;19.9;7.5;0;3.3
"1972-08-28";1972;8;28;13;20.2;5.8;0;6.3
"1972-08-29";1972;8;29;13.8;21.2;6.8;0;9.9
"1972-08-30";1972;8;30;14.1;20.3;8.2;0;7.3
"1972-08-31";1972;8;31;13.7;19.1;9.6;0.3;5.2
"1973-06-01";1973;6;1;19.5;26.9;13.4;6.1;2.8
"1973-06-02";1973;6;2;17.5;21;15.5;8.1;2.4
"1973-06-03";1973;6;3;14.8;20;11;0;10.8
"1973-06-04";1973;6;4;15.7;23;7.3;0;10
"1973-06-05";1973;6;5;14.3;20;11.6;0.7;5
"1973-06-06";1973;6;6;12.1;16.7;6.9;1.5;7.2
"1973-06-07";1973;6;7;12.7;19;6.3;0;3.8
"1973-06-08";1973;6;8;16.3;21.2;11.6;0;2.1
"1973-06-09";1973;6;9;18.1;23.5;13.6;0;9.8
"1973-06-10";1973;6;10;13.9;20.9;9.5;1.9;0.1
"1973-06-11";1973;6;11;14.8;20;9.2;0;15
"1973-06-12";1973;6;12;17.8;24.5;11.3;0;13.4
"1973-06-13";1973;6;13;20.3;29;11;0;12.4
"1973-06-14";1973;6;14;14.1;24.4;9.8;0;8.5
"1973-06-15";1973;6;15;11.8;15.6;8.4;0;7.4
"1973-06-16";1973;6;16;13.4;19.5;4.7;0;14.7
"1973-06-17";1973;6;17;13.9;21.5;2.8;0;14.8
"1973-06-18";1973;6;18;15;20.4;4.7;0;16.3
"1973-06-19";1973;6;19;13.4;19;6.8;0;10.8
"1973-06-20";1973;6;20;13.7;19.4;7.2;0;5.9
"1973-06-21";1973;6;21;15;21.6;8.1;0;14
"1973-06-22";1973;6;22;15;21.7;8.9;0.7;3.7
"1973-06-23";1973;6;23;17.8;22.5;13.5;0;2
"1973-06-24";1973;6;24;20.4;27.1;12.7;0;11
"1973-06-25";1973;6;25;20.7;29;11.8;0;14.3
"1973-06-26";1973;6;26;20.5;29.7;11;0;10.3
"1973-06-27";1973;6;27;23.8;32;13.4;0;12.9
"1973-06-28";1973;6;28;23.4;30.2;17.6;1;5.1
"1973-06-29";1973;6;29;18.3;24;14.7;0.5;4
"1973-06-30";1973;6;30;19.4;26;12.9;0;13.5
"1973-07-01";1973;7;1;19.9;27;11.5;0;9.4
"1973-07-02";1973;7;2;21.5;29.5;11.3;0;12.8
"1973-07-03";1973;7;3;22.9;31;13;0;15.2
"1973-07-04";1973;7;4;21.5;30.5;14;0;12.7
"1973-07-05";1973;7;5;22.1;30.6;13.9;0;11.8
"1973-07-06";1973;7;6;23.7;30.6;14.3;0;14.5
"1973-07-07";1973;7;7;22.5;30.6;15.8;0;11.4
"1973-07-08";1973;7;8;19.6;25;17.4;0;1.5
"1973-07-09";1973;7;9;16.4;21.6;11.2;0;11.3
"1973-07-10";1973;7;10;17.4;23.9;7.2;0;13.7
"1973-07-11";1973;7;11;19;27;10.1;0.3;7.7
"1973-07-12";1973;7;12;17.9;22.4;15.6;0.5;0
"1973-07-13";1973;7;13;16.9;21.3;15.2;22.8;1.2
"1973-07-14";1973;7;14;17.7;24.6;9.9;0;11.3
"1973-07-15";1973;7;15;20.1;27;13;1;8.9
"1973-07-16";1973;7;16;20.9;24.8;17.4;0.1;7.7
"1973-07-17";1973;7;17;18;24;11.1;0.7;3.1
"1973-07-18";1973;7;18;16.3;22.5;11.1;0.1;3.8
"1973-07-19";1973;7;19;16.6;21.6;12.2;0;5.9
"1973-07-20";1973;7;20;18.1;23;15.3;0;6.4
"1973-07-21";1973;7;21;17.4;22.6;11.9;3.9;6.3
"1973-07-22";1973;7;22;16.7;23.5;11.4;0.7;7.8
"1973-07-23";1973;7;23;14.5;20.7;11.9;0;5
"1973-07-24";1973;7;24;12.4;16;8.4;4.4;1.6
"1973-07-25";1973;7;25;14.3;17.8;11.8;6.1;1.8
"1973-07-26";1973;7;26;15.5;19.4;13.6;5.8;3.1
"1973-07-27";1973;7;27;15.8;17.8;14.5;6;0.2
"1973-07-28";1973;7;28;19.7;25.3;14.9;0;11.2
"1973-07-29";1973;7;29;18.7;23.8;12.7;0;14.4
"1973-07-30";1973;7;30;18.4;26.6;10.5;0;11.6
"1973-07-31";1973;7;31;19.1;24.9;12.2;0;13.8
"1973-08-01";1973;8;1;19.2;27.7;9.5;0;12.8
"1973-08-02";1973;8;2;20.7;30.2;12.5;0;12.1
"1973-08-03";1973;8;3;21.3;27.8;13.7;4.1;8.2
"1973-08-04";1973;8;4;19.7;25.2;16.1;5.4;5.7
"1973-08-05";1973;8;5;18;21.2;13.8;0;1.1
"1973-08-06";1973;8;6;22.7;31.7;14.2;0.9;13.9
"1973-08-07";1973;8;7;19.8;29.1;17.8;0.7;0.2
"1973-08-08";1973;8;8;15.1;18.5;9.9;0;9.7
"1973-08-09";1973;8;9;16;21.6;10.1;0;13
"1973-08-10";1973;8;10;19.5;28;11.1;0;12.1
"1973-08-11";1973;8;11;19.2;26;12.3;0;2.8
"1973-08-12";1973;8;12;17.6;24.9;11.6;0;12.8
"1973-08-13";1973;8;13;16.6;24.9;7.6;0;12.9
"1973-08-14";1973;8;14;18;26;8.1;0;13.3
"1973-08-15";1973;8;15;18.4;26.5;10.8;0;10
"1973-08-16";1973;8;16;19;28.1;9.8;0;13.6
"1973-08-17";1973;8;17;20.7;30.6;9.8;0;13.1
"1973-08-18";1973;8;18;19.7;26.5;14;0;3.5
"1973-08-19";1973;8;19;18;25;10.5;1;3.1
"1973-08-20";1973;8;20;18.3;22.8;14.7;0;4.5
"1973-08-21";1973;8;21;14.8;19;12.6;0;7.3
"1973-08-22";1973;8;22;13.1;18.8;7.3;0;11.7
"1973-08-23";1973;8;23;12.9;23.4;2.1;0;13.2
"1973-08-24";1973;8;24;13.7;24.4;3.7;0;11.7
"1973-08-25";1973;8;25;15.3;23.4;7.7;0;10.1
"1973-08-26";1973;8;26;16.6;23.4;7.6;0;13
"1973-08-27";1973;8;27;16.1;25.2;5.4;0;13.3
"1973-08-28";1973;8;28;14.5;27.3;2.8;0;12.7
"1973-08-29";1973;8;29;16.4;26.4;8.1;0;11.8
"1973-08-30";1973;8;30;14.8;21.8;9.2;1.7;1.6
"1973-08-31";1973;8;31;14.7;17.4;12.7;8.1;0.9
"1974-06-01";1974;6;1;12.8;16.2;11.2;0.7;0
"1974-06-02";1974;6;2;14.8;21.1;9.5;0;7.7
"1974-06-03";1974;6;3;14.4;19.4;12.7;2.1;0
"1974-06-04";1974;6;4;12.6;16.6;6.8;0;10.7
"1974-06-05";1974;6;5;13.6;20.6;7.1;0;15
"1974-06-06";1974;6;6;14.1;20.5;6.8;0;5.5
"1974-06-07";1974;6;7;11.6;18.2;7.2;6;7.2
"1974-06-08";1974;6;8;10.8;15.5;5.4;10.8;4.5
"1974-06-09";1974;6;9;10.3;13.5;8.6;12.9;2.7
"1974-06-10";1974;6;10;11.4;18;3.6;2.9;11.6
"1974-06-11";1974;6;11;11.7;17.4;6.2;0.8;9.4
"1974-06-12";1974;6;12;12.6;16.6;9.4;0.4;8
"1974-06-13";1974;6;13;14.6;19.9;11.5;0;8.1
"1974-06-14";1974;6;14;16.5;22.1;11;0;8.6
"1974-06-15";1974;6;15;16.7;23.3;11.3;0;7.9
"1974-06-16";1974;6;16;16.7;23.6;9;0;9
"1974-06-17";1974;6;17;17.2;25;10.4;0;11.9
"1974-06-18";1974;6;18;15.9;24.9;9.3;8;5.8
"1974-06-19";1974;6;19;15.3;19.1;12.4;0;7.7
"1974-06-20";1974;6;20;14.7;19;10.2;0.6;9.1
"1974-06-21";1974;6;21;14.2;17.6;11.7;7.9;0.6
"1974-06-22";1974;6;22;15.5;18.8;13.2;6.3;1.3
"1974-06-23";1974;6;23;14;17.4;12.9;1.6;1.2
"1974-06-24";1974;6;24;16.6;21.1;11.4;0;9.3
"1974-06-25";1974;6;25;18.3;25.2;8.7;0;14.9
"1974-06-26";1974;6;26;19.5;27.2;11.7;1.1;11.7
"1974-06-27";1974;6;27;18.2;22;14.1;2.3;2.1
"1974-06-28";1974;6;28;14.9;18.5;12.3;0.5;0
"1974-06-29";1974;6;29;16.2;20.6;11.8;0;8.4
"1974-06-30";1974;6;30;15.1;23;6.7;0.2;9.8
"1974-07-01";1974;7;1;16.2;21;13.3;11.6;0.8
"1974-07-02";1974;7;2;16.2;21.1;11.5;0;6
"1974-07-03";1974;7;3;15;23;7.6;5.3;6.5
"1974-07-04";1974;7;4;14.3;18.1;12.1;11.2;5.1
"1974-07-05";1974;7;5;13.9;19.6;10.3;6.7;8.4
"1974-07-06";1974;7;6;16.3;20;13.7;2.6;2.7
"1974-07-07";1974;7;7;13.9;19.4;9.8;1.5;5.2
"1974-07-08";1974;7;8;15.3;20.2;11.3;0;5.7
"1974-07-09";1974;7;9;15.4;20.1;10;5.4;7.4
"1974-07-10";1974;7;10;15.9;19.9;12.9;1.7;5.5
"1974-07-11";1974;7;11;14.8;20.1;11.3;1.8;3.6
"1974-07-12";1974;7;12;15;20.9;11;0.7;8.4
"1974-07-13";1974;7;13;16.7;22.3;10.9;0.1;4.5
"1974-07-14";1974;7;14;18.6;24;15.2;0.1;2.2
"1974-07-15";1974;7;15;16.6;23.3;11.2;0;10
"1974-07-16";1974;7;16;18.3;23.8;11.9;0;4.6
"1974-07-17";1974;7;17;18.8;22.8;16;1.5;2.9
"1974-07-18";1974;7;18;15.5;19.9;11.6;0;2.6
"1974-07-19";1974;7;19;14.3;16.9;12.3;0;0
"1974-07-20";1974;7;20;14.2;15.9;10.1;1.1;1.1
"1974-07-21";1974;7;21;16.2;19.6;12.8;0;6.3
"1974-07-22";1974;7;22;18;25.3;9.6;0;13
"1974-07-23";1974;7;23;17.6;24.4;12.9;0.7;7.4
"1974-07-24";1974;7;24;16.6;22.3;13.3;10.2;4.3
"1974-07-25";1974;7;25;13.3;16.7;11.7;1.3;4.8
"1974-07-26";1974;7;26;14;19.5;9.8;0.1;8
"1974-07-27";1974;7;27;16.9;21.3;13.7;2.5;5.2
"1974-07-28";1974;7;28;16.8;20.5;11.8;0.4;4.6
"1974-07-29";1974;7;29;18.2;21.5;14.8;0;7
"1974-07-30";1974;7;30;16;21.2;11.6;0;4.1
"1974-07-31";1974;7;31;15;20;12.6;3.5;0.5
"1974-08-01";1974;8;1;19.2;25.6;13.3;0;6.9
"1974-08-02";1974;8;2;19;23.5;15.7;0;8.8
"1974-08-03";1974;8;3;18.9;24.9;13.6;0;10.4
"1974-08-04";1974;8;4;19.1;29.1;11.8;5.2;3
"1974-08-05";1974;8;5;18.4;22.5;14.8;0;3.4
"1974-08-06";1974;8;6;16.4;21;12.6;0;13.5
"1974-08-07";1974;8;7;16.1;21.8;10.8;0;11.1
"1974-08-08";1974;8;8;16.7;24.8;7.8;0;11
"1974-08-09";1974;8;9;16.1;21.3;14.5;22;1.5
"1974-08-10";1974;8;10;14.5;19.3;10.9;4;3.3
"1974-08-11";1974;8;11;14.5;18.3;11.2;2.4;5.5
"1974-08-12";1974;8;12;14.7;21.3;8.3;2.3;6.3
"1974-08-13";1974;8;13;17;22.4;13.8;0;7.9
"1974-08-14";1974;8;14;21.1;29.4;14.6;0;10.7
"1974-08-15";1974;8;15;23.5;31.8;16;0;8.4
"1974-08-16";1974;8;16;24;33.4;15.7;0;12
"1974-08-17";1974;8;17;22.4;30.3;18.6;0;9.2
"1974-08-18";1974;8;18;18.3;22;16;0;2
"1974-08-19";1974;8;19;15.3;20.4;10.7;0;2.3
"1974-08-20";1974;8;20;14.1;18.4;11.5;16.5;0.1
"1974-08-21";1974;8;21;15.1;19;12;0;0.3
"1974-08-22";1974;8;22;17.3;21;15;0;2.9
"1974-08-23";1974;8;23;17.8;22.3;13.8;0;1.4
"1974-08-24";1974;8;24;17.3;23.4;10.7;0;9.5
"1974-08-25";1974;8;25;18.2;26.2;10.5;0;11.6
"1974-08-26";1974;8;26;18;25.6;10.7;0;11.6
"1974-08-27";1974;8;27;16.8;21.4;14.6;5.4;0
"1974-08-28";1974;8;28;16.5;21.1;12.9;0;10.8
"1974-08-29";1974;8;29;15.9;23.3;8.8;0;11.2
"1974-08-30";1974;8;30;20;27;13.7;0;8.8
"1974-08-31";1974;8;31;18.3;26.2;11;0;11.7
"1975-06-01";1975;6;1;8.7;14.5;2.3;0;10.6
"1975-06-02";1975;6;2;10;15.3;2.8;0;6.6
"1975-06-03";1975;6;3;11.1;16.2;7.6;1;7.2
"1975-06-04";1975;6;4;9.1;12.8;4.6;0;4.1
"1975-06-05";1975;6;5;10;16;5;0;9.7
"1975-06-06";1975;6;6;12;19.3;1;0;14.9
"1975-06-07";1975;6;7;13.7;21.4;4.4;0;14.3
"1975-06-08";1975;6;8;15.3;22.8;6;0;13.2
"1975-06-09";1975;6;9;17.3;23.8;11.5;10.7;6
"1975-06-10";1975;6;10;15.2;21.5;12.5;9.6;0.8
"1975-06-11";1975;6;11;15.8;22.4;8.3;0;14.5
"1975-06-12";1975;6;12;18.3;25.8;8.7;0;15.2
"1975-06-13";1975;6;13;17.4;25.3;12.2;0;3.7
"1975-06-14";1975;6;14;15;20.8;10.7;0;5.9
"1975-06-15";1975;6;15;15.5;19;11.8;3.8;0.7
"1975-06-16";1975;6;16;16.4;20.1;13.6;0;1.5
"1975-06-17";1975;6;17;16.5;20.8;12.3;0;10.8
"1975-06-18";1975;6;18;15.8;21.6;8.2;0;8
"1975-06-19";1975;6;19;17;22.9;9.5;0;8.1
"1975-06-20";1975;6;20;19.1;25.2;11.6;0;11.6
"1975-06-21";1975;6;21;20.2;28.6;13.9;1.5;8.2
"1975-06-22";1975;6;22;21.6;30;16.1;1.3;8.7
"1975-06-23";1975;6;23;22.1;30.2;15.5;0;10.6
"1975-06-24";1975;6;24;22.8;29.3;17.5;1.3;7.7
"1975-06-25";1975;6;25;18.8;24.6;12.1;0;15.3
"1975-06-26";1975;6;26;18.8;25.6;10.8;0;15.6
"1975-06-27";1975;6;27;16.5;24.4;13.7;0;5.7
"1975-06-28";1975;6;28;15;19.3;12;0;3
"1975-06-29";1975;6;29;14.3;18.3;10.5;0;9.1
"1975-06-30";1975;6;30;13.6;16.7;10.1;0;5.1
"1975-07-01";1975;7;1;14;16.9;11.5;0;0.7
"1975-07-02";1975;7;2;19.8;27.6;13.5;0;9.1
"1975-07-03";1975;7;3;20.2;26.2;14.2;0;6
"1975-07-04";1975;7;4;19.9;27.2;12.9;0;13.6
"1975-07-05";1975;7;5;18.5;26.4;12.2;0;13.6
"1975-07-06";1975;7;6;18;26.4;7;0;15.5
"1975-07-07";1975;7;7;20.2;28.1;9.2;0;15.3
"1975-07-08";1975;7;8;22.5;31.4;10.3;0;15.1
"1975-07-09";1975;7;9;23.9;31.4;13.2;0;12.2
"1975-07-10";1975;7;10;23.7;30.4;19.1;0;5.2
"1975-07-11";1975;7;11;21.4;30;15.2;0.1;9.6
"1975-07-12";1975;7;12;21.8;25.6;18.1;0.3;5
"1975-07-13";1975;7;13;20.7;25.2;15.8;0;7
"1975-07-14";1975;7;14;23.3;29.2;18.5;0;9
"1975-07-15";1975;7;15;22.2;27.9;19;0;9.8
"1975-07-16";1975;7;16;19.8;24;14.5;0;9.6
"1975-07-17";1975;7;17;18;22.4;15.8;5.5;3.6
"1975-07-18";1975;7;18;18;26.6;11.6;4;4.6
"1975-07-19";1975;7;19;18.2;20.6;16.1;4.6;0
"1975-07-20";1975;7;20;16.3;18.5;15.6;44.6;0
"1975-07-21";1975;7;21;17.4;20;15;0;0.1
"1975-07-22";1975;7;22;18.5;24;13.8;0;7.3
"1975-07-23";1975;7;23;21.4;27;16.2;0;7.9
"1975-07-24";1975;7;24;20.5;25.8;15.7;0;5.3
"1975-07-25";1975;7;25;14.4;20.3;10.2;1.3;2.8
"1975-07-26";1975;7;26;14.9;20.3;11.4;0;9.9
"1975-07-27";1975;7;27;16.2;21.5;11.5;0;2.8
"1975-07-28";1975;7;28;20.3;25.7;15;0;13
"1975-07-29";1975;7;29;20.5;27.9;13;0;15
"1975-07-30";1975;7;30;20.5;28.3;13.6;0;11.8
"1975-07-31";1975;7;31;20.9;27;15.4;0;9.8
"1975-08-01";1975;8;1;19.5;24.3;15;0;6.9
"1975-08-02";1975;8;2;17.6;21.3;13.3;0;1.2
"1975-08-03";1975;8;3;19.9;25;15.6;0;13.2
"1975-08-04";1975;8;4;20.9;29.8;11.5;0;12.9
"1975-08-05";1975;8;5;22;29.3;13.6;0;14.2
"1975-08-06";1975;8;6;21.9;29.9;13.6;0;13.8
"1975-08-07";1975;8;7;23.7;31.6;14.9;0;14
"1975-08-08";1975;8;8;24.6;32.2;16.6;0;13.4
"1975-08-09";1975;8;9;24.4;32.8;15.2;0;13.8
"1975-08-10";1975;8;10;25.5;32.9;15.8;0;13.7
"1975-08-11";1975;8;11;24.6;32.2;16;0;13.9
"1975-08-12";1975;8;12;22.6;31.5;13.9;0;11.5
"1975-08-13";1975;8;13;17.8;24;11.3;0;14
"1975-08-14";1975;8;14;16;23.8;6.5;0;13.4
"1975-08-15";1975;8;15;18.6;28.2;8.6;10.7;9.2
"1975-08-16";1975;8;16;19.8;25.2;16.7;0.6;5.8
"1975-08-17";1975;8;17;18.9;22.1;14.4;1.8;5.6
"1975-08-18";1975;8;18;17.8;23.3;13.4;0;11.4
"1975-08-19";1975;8;19;17.4;23.8;13.1;0;6.6
"1975-08-20";1975;8;20;16.7;22.9;11.1;2.2;1.1
"1975-08-21";1975;8;21;21.7;28.1;16.7;0;10
"1975-08-22";1975;8;22;21.5;29.7;17.4;41;8.2
"1975-08-23";1975;8;23;16.2;19.3;14.5;6.7;0
"1975-08-24";1975;8;24;15.9;20.3;12.7;2.1;5.7
"1975-08-25";1975;8;25;14.6;17.4;13.2;0.4;0
"1975-08-26";1975;8;26;17.6;22.3;13.1;0;10.8
"1975-08-27";1975;8;27;16.1;22;10.1;0;11.7
"1975-08-28";1975;8;28;18.1;25.6;11;0;11.4
"1975-08-29";1975;8;29;19.9;27.4;14.5;0;12.2
"1975-08-30";1975;8;30;18.9;28.8;10.3;0;12.2
"1975-08-31";1975;8;31;19.6;27.2;13.5;0;5.9
"1976-06-01";1976;6;1;10.5;13.6;8.1;0;3.4
"1976-06-02";1976;6;2;10.9;16;4.5;0;5.6
"1976-06-03";1976;6;3;12.1;16.9;8.5;2.6;4
"1976-06-04";1976;6;4;13.1;18.7;8.4;0;6.9
"1976-06-05";1976;6;5;14.6;21;7.3;0;12.3
"1976-06-06";1976;6;6;16.2;23;8.6;0;7.7
"1976-06-07";1976;6;7;18.2;23.9;12.5;0;14.7
"1976-06-08";1976;6;8;17.4;23.4;9.4;0;14.8
"1976-06-09";1976;6;9;15.4;21;9.6;0;16
"1976-06-10";1976;6;10;15.4;21.9;6.8;0;14.9
"1976-06-11";1976;6;11;16.6;20.8;13.6;0;9.6
"1976-06-12";1976;6;12;16.2;21.8;9.4;0;2.3
"1976-06-13";1976;6;13;17;21.9;14.9;0;6.5
"1976-06-14";1976;6;14;18;24.5;13.3;0;13.2
"1976-06-15";1976;6;15;14.1;23.5;11.4;5.7;0.6
"1976-06-16";1976;6;16;11.9;16.5;9.5;3.6;3.1
"1976-06-17";1976;6;17;16.3;24.2;9.1;0.2;12
"1976-06-18";1976;6;18;18.1;22.6;12.9;0;11
"1976-06-19";1976;6;19;17.2;26.1;9.9;6.4;9.7
"1976-06-20";1976;6;20;15.8;19;13.2;2.8;0.5
"1976-06-21";1976;6;21;16.1;20.7;11.4;0;11.6
"1976-06-22";1976;6;22;17.2;23.1;9;0;14.4
"1976-06-23";1976;6;23;17.9;23.3;11;0;12.3
"1976-06-24";1976;6;24;20.5;27.5;12.8;0;9.2
"1976-06-25";1976;6;25;23.1;29.9;15;0;12.1
"1976-06-26";1976;6;26;24.3;30.9;15.1;0;13.7
"1976-06-27";1976;6;27;25.5;32.4;16;0;13.9
"1976-06-28";1976;6;28;23.7;30.9;17.5;0;13.6
"1976-06-29";1976;6;29;20.5;26.5;14.4;0;15.7
"1976-06-30";1976;6;30;20.8;29;11;0;15.2
"1976-07-01";1976;7;1;21.3;28.1;12.8;0;15.2
"1976-07-02";1976;7;2;20.5;26.5;12.4;0;16.1
"1976-07-03";1976;7;3;21.4;31.2;8.5;0;15.1
"1976-07-04";1976;7;4;22.8;30.9;11.3;0;15.1
"1976-07-05";1976;7;5;18.9;28.5;13.7;0;13.8
"1976-07-06";1976;7;6;17.2;25.5;7.1;0;15.6
"1976-07-07";1976;7;7;18.7;25.5;9.3;0;13.2
"1976-07-08";1976;7;8;17.5;24.5;9.8;2.6;3
"1976-07-09";1976;7;9;14.9;19.6;13.2;1.5;2.3
"1976-07-10";1976;7;10;17;21.6;10.4;0;7.8
"1976-07-11";1976;7;11;20.8;26.9;14.6;0;11.5
"1976-07-12";1976;7;12;21.2;28.8;13.2;0;11.6
"1976-07-13";1976;7;13;19.9;28.1;12;0;13.2
